",date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,hospitalizedDischarged,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,dataQualityGrade,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade"
"669,20210224,WI,614260,52949.0,2603118.0,45.0,totalTestEncountersViral,6737019,347.0,25893.0,92.0,2250.0,,,546408.0,2/24/2021 00:00,2021-02-24T00:00:00Z,02/23 19:00,6936,25893.0,,2021-02-24T00:00:00Z,,,,561311.0,6342.0,594.0,6737019.0,3164429.0,,,,,,,,,,,55,841,4517,3217423,27260,3217378,,26,55,2abe83f3c24f7d99e1aa82590530f7c0044108df,0,0,0,0,0,"
"670,20210224,WV,130382,26106.0,,,totalTestsViral,2135830,292.0,,74.0,,40.0,,120030.0,2/23/2021 23:59,2021-02-23T23:59:00Z,02/23 18:59,2285,,,2021-02-23T23:59:00Z,2135830.0,,,104276.0,1941.0,344.0,,,31752.0,,,,,,,,,,54,243,0,130382,8563,130382,,11,0,07c6449574d8507903c2725c5b5d6f330ead3523,0,0,0,0,0,"
"671,20210224,WY,53988,8187.0,180228.0,,totalTestsViral,629838,25.0,1374.0,,,,,52679.0,2/24/2021 00:00,2021-02-24T00:00:00Z,02/23 19:00,671,1374.0,,2021-02-24T00:00:00Z,629838.0,38597.0,583283.0,45801.0,,,,226029.0,,,,,,,,,,,56,44,797,234216,4802,234216,,0,1,76ad8e4233c919a03e85ddd982edac30140b8910,0,0,0,0,0,"
"672,20210223,AK,55560,,,,totalTestsViral,1653425,38.0,1260.0,,,5.0,,,2/23/2021 03:59,2021-02-23T03:59:00Z,02/22 22:59,290,1260.0,,2021-02-23T03:59:00Z,1653425.0,67036.0,1584367.0,,,,,,,,,,,,,,,,02,53,0,55560,4640,55560,,0,9,8e9b55832d194e6faf511a32f4d3362caac0960e,0,0,0,0,0,"
"673,20210223,AL,488973,106067.0,1882180.0,,totalTestsPeopleViral,2265086,762.0,45250.0,,2632.0,,1497.0,275245.0,2/23/2021 11:00,2021-02-23T11:00:00Z,02/23 06:00,9660,45250.0,,2021-02-23T11:00:00Z,,,,382906.0,7575.0,2085.0,,2265086.0,,,,115256.0,,,,,,,01,1453,4250,2371153,4825,2371153,,68,122,a802ef0164c769a63bb5f8bee8625c468e610c29,0,0,0,0,0,"
"674,20210223,AR,316593,66327.0,2359571.0,,totalTestsViral,2609837,545.0,14617.0,204.0,,99.0,1505.0,306382.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,5377,14617.0,,2021-02-23T00:00:00Z,2609837.0,,2359571.0,250266.0,4321.0,1056.0,,,,,,,,,436309.0,77812.0,,,05,834,4360,2676164,4779,2676164,,14,47,1afb529b3e7563e63c092ddf862fde42dab2cefd,0,0,0,0,0,"
"675,20210223,AS,0,,2140.0,,totalTestsViral,2140,,,,,,,,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140.0,,,0.0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,7e2b16396a87e5016ff186df19a60c177b9b6458,0,0,0,0,0,"
"676,20210223,AZ,810658,54503.0,2953210.0,,totalTestsViral,7478323,1515.0,57072.0,447.0,,266.0,,,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,15650,57072.0,115176.0,2021-02-23T00:00:00Z,7478323.0,,,756155.0,13821.0,1829.0,,3709365.0,567459.0,,,435091.0,,,,,,,04,1184,5108,3763868,19439,3763868,,148,78,bc1892c8a68ab56d6800ba05c4f7da18492dc5a1,0,0,0,0,0,"
"677,20210223,CA,3450058,,,,totalTestsViral,47513367,6908.0,,1898.0,,,,,2/23/2021 02:59,2021-02-23T02:59:00Z,02/22 21:59,49563,,,2021-02-23T02:59:00Z,47513367.0,,,3450058.0,,,,,,,,,,,,,,,06,3447,0,3450058,192565,3450058,,225,0,a44200418a0f406f666557f573e7830ab72951b8,0,0,0,0,0,"
"678,20210223,CO,422390,22864.0,2143029.0,,totalTestEncountersViral,6043583,447.0,23293.0,,,,,,2/23/2021 01:59,2021-02-23T01:59:00Z,02/22 20:59,5907,23293.0,22409.0,2021-02-23T01:59:00Z,,,,399526.0,5175.0,732.0,6043583.0,2542555.0,394375.0,55320.0,337061.0,,,,,,,,08,1096,3994,2565419,17107,2565419,,14,110,b2db0d7a7a27a6ebdc3c864cd30a429fba081b34,0,0,0,0,0,"
"679,20210223,CT,276691,17846.0,,,totalTestsViral,6198707,511.0,,,,,,,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,7572,,,2021-02-22T23:59:00Z,6198707.0,315104.0,5875715.0,258845.0,6211.0,1361.0,,,,,,,,,,,343598.0,19450.0,09,1357,0,276691,21232,276691,,10,0,218adc66e078927ed5db233747a3012584ccdebc,0,0,0,0,0,"
"680,20210223,DC,39844,,,,totalTestEncountersViral,1201605,211.0,,57.0,,31.0,,28532.0,2/22/2021 00:00,2021-02-22T00:00:00Z,02/21 19:00,998,,,2021-02-22T00:00:00Z,,,,,,,1201605.0,430498.0,,,,,,,,,,,11,89,0,39844,2843,39844,,3,0,bdb85d17be5c817753e32d52f0206213ab56131a,0,0,0,0,0,"
"681,20210223,DE,85228,4484.0,532673.0,,totalTestEncountersViral,1363675,181.0,,27.0,,,,,2/22/2021 18:00,2021-02-22T18:00:00Z,02/22 13:00,1379,,,2021-02-22T18:00:00Z,,88810.0,,80744.0,1248.0,131.0,1363675.0,617901.0,,,,,,,,,,,10,138,221,617901,4416,617901,,11,0,65ca65a63b9912f050c966cb0f1b47dd18e0596f,0,0,0,0,0,"
"682,20210223,FL,1844228,341679.0,9051605.0,8300.0,totalTestEncountersViral,21264199,4198.0,79410.0,,,,,,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,30749,79410.0,,2021-02-22T23:59:00Z,18677901.0,2413918.0,16175417.0,1502549.0,,,21264199.0,10895833.0,997190.0,165482.0,831212.0,946648.0,155757.0,790547.0,,,,,12,5483,21886,10904133,76769,10895833,,154,314,3a7b77e92dc6004b96b31fb3c5e5e17878376a2a,0,0,0,0,0,"
"683,20210223,GA,990821,182405.0,,,totalTestsViral,7076399,2696.0,55167.0,,8967.0,,,,2/23/2021 14:50,2021-02-23T14:50:00Z,02/23 09:50,16927,55167.0,,2021-02-23T14:50:00Z,7076399.0,785680.0,,808416.0,14761.0,2166.0,,,470774.0,72526.0,,,,,,,1333372.0,156556.0,13,3780,0,990821,19117,990821,,92,284,473310e5a13cf76d86f73f5fd0111b8f716cd448,0,0,0,0,0,"
"684,20210223,GU,7727,209.0,108733.0,,posNeg,116460,4.0,,2.0,,2.0,,7555.0,2/23/2021 03:45,2021-02-23T03:45:00Z,02/22 22:45,130,,,2021-02-23T03:45:00Z,116251.0,,,7518.0,,,,,351.0,23.0,,,,,,,9034.0,248.0,66,0,592,116460,592,116460,,0,0,71288597bdb3d63a12b082e280283d40bbeef7d9,0,0,0,0,0,"
"685,20210223,HI,28000,730.0,,,totalTestEncountersViral,1070170,37.0,2196.0,7.0,,6.0,,,2/21/2021 14:30,2021-02-21T14:30:00Z,02/21 09:30,431,2196.0,,2021-02-21T14:30:00Z,,26785.0,,27270.0,431.0,,1070170.0,,,,,,,,,,,,15,47,0,28000,784,28000,,0,-14,f218b62c5e87d4b9ad942ee7cf294eeaccbdc5c1,0,0,0,0,0,"
"686,20210223,IA,277821,,1025391.0,,posNeg,1303212,227.0,,58.0,,25.0,,310864.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,5400,,,2021-02-23T00:00:00Z,2667365.0,301276.0,2351828.0,277821.0,,,,1305590.0,,,,110653.0,17705.0,92898.0,237914.0,55682.0,1311504.0,59115.0,19,241,1101,1303212,1342,1303212,,26,0,ab2b509f9aa652f0473b52281c88078e77eb8519,0,0,0,0,0,"
"687,20210223,ID,169584,31796.0,494773.0,,totalTestsPeopleViral,632561,110.0,7007.0,25.0,1224.0,,,92573.0,2/22/2021 19:00,2021-02-22T19:00:00Z,02/22 14:00,1826,7007.0,,2021-02-22T19:00:00Z,1062630.0,,,137788.0,1607.0,219.0,,632561.0,,,,,,,,,123809.0,,16,434,1479,664357,1837,664357,,0,24,48b04558f796b4ab20a5ea2742adfaa8685e5e66,0,0,0,0,0,"
"688,20210223,IL,1177320,,,,totalTestsViral,17721561,1488.0,,361.0,,172.0,,,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,22528,,,2021-02-23T00:00:00Z,17721561.0,,,,20330.0,2198.0,,,,,,,,,,,,,17,1665,0,1177320,61400,1177320,,22,0,208be9eb3e6a683da15e6b59a2b56c86902ab19e,0,0,0,0,0,"
"689,20210223,IN,657037,,2431692.0,,totalTestsViral,7815751,873.0,42557.0,159.0,7438.0,75.0,,,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,12450,42557.0,429382.0,2021-02-22T23:59:00Z,7815751.0,748268.0,,,12025.0,425.0,,3088729.0,,,,,,,,,,,18,679,2496,3088729,20986,3088729,,43,57,083353802ad17804df148510bfed881bf51e7159,0,0,0,0,0,"
"690,20210223,KS,291715,,951784.0,,posNeg,1243499,214.0,9103.0,52.0,2466.0,22.0,411.0,,2/22/2021 10:00,2021-02-22T10:00:00Z,02/22 05:00,4643,9103.0,6235.0,2021-02-22T10:00:00Z,2418896.0,,,,,,,1243499.0,,,,,,,,,563612.0,,20,0,0,1243499,0,1243499,,0,0,42fca6554e03fc3c73c7ba9e014f167eefbc8dbc,0,0,0,0,0,"
"691,20210223,KY,399013,92268.0,,,totalTestsViral,3857305,894.0,18768.0,242.0,3912.0,121.0,,47067.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,4476,18768.0,,2021-02-23T00:00:00Z,3857305.0,247503.0,,306745.0,4061.0,415.0,,,110719.0,9439.0,,,,,,,458949.0,35970.0,21,1487,0,399013,6072,399013,,16,143,cbfe3009ebbea494edf724ac8d1619c277f32d4f,0,0,0,0,0,"
"692,20210223,LA,426048,59008.0,5020119.0,,posNeg,5446167,715.0,,,,111.0,,396834.0,2/23/2021 13:00,2021-02-23T13:00:00Z,02/23 08:00,9503,,,2021-02-23T13:00:00Z,5387159.0,,,367040.0,8834.0,669.0,,,,,,,,,,,435095.0,,22,1404,20820,5446167,22224,5446167,,26,0,61755b867ea979537ef80c87f234ab884f65a3ca,0,0,0,0,0,"
"693,20210223,MA,571783,29875.0,4299958.0,,totalTestsViral,15662404,879.0,19176.0,225.0,,147.0,,477796.0,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,15883,19176.0,,2021-02-22T23:59:00Z,15662404.0,648142.0,,541908.0,15564.0,319.0,,4841866.0,,,,153152.0,14895.0,,543942.0,,,,25,1237,7928,4871741,62531,4871741,,30,0,1298ebd08515ec8bfc04c3ebd340daaa6222c8e7,0,0,0,0,0,"
"694,20210223,MD,377628,,2967660.0,,totalTestsViral,7689541,978.0,34577.0,258.0,,,,9606.0,2/23/2021 10:00,2021-02-23T10:00:00Z,02/23 05:00,7762,34577.0,,2021-02-23T10:00:00Z,7689541.0,460924.0,,377628.0,7580.0,182.0,,3345288.0,,,,193813.0,26456.0,167357.0,,,,,24,662,2964,3345288,12535,3345288,,30,84,e88323f03a2a5d8d7edbb51de2901c7ba91fea80,0,0,0,0,0,"
"695,20210223,ME,43736,9102.0,,,totalTestsViral,1543490,67.0,1511.0,25.0,,7.0,,12772.0,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,660,1511.0,,2021-02-22T23:59:00Z,1543490.0,40025.0,,34634.0,645.0,15.0,,,14884.0,796.0,14076.0,,,,,,187167.0,9796.0,23,142,0,43736,5227,43736,,2,3,b5ea1d6e15f1ef1186fe734357e257260174200a,0,0,0,0,0,"
"696,20210223,MI,639712,56993.0,,,totalTestsViral,10216893,891.0,,207.0,,93.0,,529080.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,16380,,,2021-02-23T00:00:00Z,10216893.0,737637.0,9479256.0,582719.0,15396.0,984.0,,,519731.0,,,,,,,,,,26,1784,0,639712,25490,639712,,37,0,5230e3339670575e4435de1294f57e722781ee63,0,0,0,0,0,"
"697,20210223,MN,480091,22823.0,2967997.0,,totalTestEncountersViral,6779613,269.0,25528.0,54.0,5276.0,,,467147.0,2/22/2021 17:00,2021-02-22T17:00:00Z,02/22 12:00,6434,25528.0,,2021-02-22T17:00:00Z,,,,457268.0,6164.0,270.0,6779613.0,3425265.0,,,,,,,,,408372.0,,27,500,2043,3448088,8425,3448088,,1,50,c42c0a811f787440b2f948739ecf2687824cea69,0,0,0,0,0,"
"698,20210223,MO,475791,,1840357.0,,totalTestsViral,4411010,1127.0,,234.0,,160.0,,,2/23/2021 00:59,2021-02-23T00:59:00Z,02/22 19:59,7885,,,2021-02-23T00:59:00Z,4411010.0,525159.0,3876520.0,475791.0,,,,2316148.0,147575.0,23294.0,124083.0,132416.0,,,335183.0,,807157.0,79878.0,29,443,1967,2316148,7175,2316148,,170,0,b34588b1fe2ee0efffa6e144f908149ec07db038,0,0,0,0,0,"
"699,20210223,MP,143,,17429.0,,posNeg,17572,,4.0,,,,,29.0,2/20/2021 00:00,2021-02-20T00:00:00Z,02/19 19:00,2,4.0,,2021-02-20T00:00:00Z,26131.0,,,143.0,2.0,,,17542.0,,,,,,,,,,,69,0,0,17572,0,17572,,0,0,7b10e316d590640e0fda58c466d868db22876c20,0,0,0,0,0,"
"700,20210223,MS,291222,110016.0,1436186.0,,posNeg,1727408,571.0,9012.0,153.0,,93.0,,273437.0,2/22/2021 00:00,2021-02-22T00:00:00Z,02/21 19:00,6577,9012.0,,2021-02-22T00:00:00Z,1617180.0,,,181206.0,4619.0,1958.0,,,80525.0,,,,,,,,728148.0,,28,348,0,1727408,348,1727408,,24,34,d4b437936c4af978824b30e2a511555b0a54ae75,0,0,0,0,0,"
"701,20210223,MT,99040,3484.0,,,totalTestsViral,1052733,85.0,4554.0,21.0,,13.0,,95772.0,2/23/2021 01:59,2021-02-23T01:59:00Z,02/22 20:59,1346,4554.0,,2021-02-23T01:59:00Z,1052733.0,,,95556.0,,,,,,,,,,,,,,,30,230,0,99040,2341,99040,,5,27,c2693d7796610e5e394934b8cee35809377173f8,0,0,0,0,0,"
"702,20210223,NC,846284,105512.0,,,totalTestsViral,9283137,1563.0,,384.0,,,,,2/23/2021 13:05,2021-02-23T13:05:00Z,02/23 08:05,10965,,795521.0,2021-02-23T13:05:00Z,9283137.0,,,740772.0,9718.0,1247.0,,,,,,,,,,,718636.0,,37,1514,0,846284,20738,846284,,31,0,c07d2e63ec5fdfba17382afa2059edaf3f879d86,0,0,0,0,0,"
"703,20210223,ND,99416,5094.0,303267.0,,totalTestEncountersViral,1395829,31.0,3859.0,5.0,562.0,,,97286.0,2/23/2021 01:59,2021-02-23T01:59:00Z,02/22 20:59,1468,3859.0,,2021-02-23T01:59:00Z,1495838.0,,,94322.0,,,1395829.0,402683.0,,,,,,,,,134424.0,,38,104,295,402683,924,402683,,0,-1,cc38a5e1c8d8196a6120bf7cc885b3ab662164ce,0,0,0,0,0,"
"704,20210223,NE,199402,,758267.0,,totalTestsViral,2323010,166.0,6048.0,,,,,142336.0,2/23/2021 10:30,2021-02-23T10:30:00Z,02/23 05:30,2050,6048.0,,2021-02-23T10:30:00Z,2323010.0,231219.0,2089213.0,,,,,958180.0,,,,,,,,,,,31,357,933,957669,6612,957669,,3,17,cc402d0f430db33b075e1137ca51afc144366bf8,0,0,0,0,0,"
"705,20210223,NH,73923,21870.0,571901.0,,totalTestsViral,1413885,112.0,1095.0,,341.0,,,70040.0,2/23/2021 09:00,2021-02-23T09:00:00Z,02/23 04:00,1155,1095.0,,2021-02-23T09:00:00Z,1413885.0,,,52053.0,,,,623954.0,39002.0,,,37467.0,,,,,184283.0,,33,258,425,645824,0,645824,,1,2,b5ce1dec9c466489f0c08c14aa13dbcb94709c4d,0,0,0,0,0,"
"706,20210223,NJ,772267,84881.0,9674485.0,,posNeg,10446752,2047.0,63190.0,451.0,,281.0,,,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,22978,63190.0,74286.0,2021-02-23T00:00:00Z,10361871.0,,,687386.0,20689.0,2289.0,,,,,,,,,,,,,34,3158,108303,10446752,111461,10446752,,104,18,5d599f589b36cfd3d64c7ba882c14ae64baaeb56,0,0,0,0,0,"
"707,20210223,NM,183335,,,,totalTestsViral,2627817,261.0,12989.0,,,,,135608.0,2/23/2021 17:53,2021-02-23T17:53:00Z,02/23 12:53,3644,12989.0,,2021-02-23T17:53:00Z,2627817.0,,,,,,,,,,,,,,,,,,35,312,0,183335,8710,183335,,9,51,337a8e53b61a264aafef13aa1b34d8a8aa30e3cb,0,0,0,0,0,"
"708,20210223,NV,291543,,1106648.0,,totalTestEncountersViral,2678249,581.0,,131.0,,84.0,,,2/22/2021 00:00,2021-02-22T00:00:00Z,02/21 19:00,4903,,,2021-02-22T00:00:00Z,,,,291543.0,,,2678249.0,1398191.0,,,,,,,,,,,32,398,3439,1398191,10449,1398191,,21,0,1a8ea98f126c539454249af4ec15c07f22a673a6,0,0,0,0,0,"
"709,20210223,NY,1591585,,,,totalTestEncountersViral,36760944,5977.0,,1176.0,,799.0,,,2/22/2021 14:00,2021-02-22T14:00:00Z,02/22 09:00,38031,,143071.0,2021-02-22T14:00:00Z,,,,,,,36760944.0,,,,,,,,,,,,36,6654,0,1591585,157333,1591585,,90,0,49c41ca64ae11629283be5a25b879a43d41e471c,0,0,0,0,0,"
"710,20210223,OH,958153,135062.0,,,totalTestsViral,9830863,1359.0,49651.0,366.0,7073.0,242.0,,894113.0,2/23/2021 14:00,2021-02-23T14:00:00Z,02/23 09:00,16968,49651.0,,2021-02-23T14:00:00Z,9830863.0,849930.0,,823091.0,14430.0,2538.0,,,,,,,,,,,1596616.0,81828.0,39,2775,0,958153,25465,958153,,94,159,e451ac7821bf2ac459026933bd09117a0627ce5d,0,0,0,0,0,"
"711,20210223,OK,420212,,3009878.0,2440.0,posNeg,3430090,602.0,23700.0,168.0,,,,401945.0,,,,4227,23700.0,,,3402658.0,380878.0,3009878.0,,,,,,145659.0,20802.0,,,,,,,,,40,359,13683,3432530,14042,3430090,,24,16,a67a4487eba21017ecce3d5cd843c0edcb352340,0,0,0,0,0,"
"712,20210223,OR,153134,,,,totalTestsViral,3498165,191.0,8457.0,50.0,,23.0,,,2/22/2021 03:01,2021-02-22T03:01:00Z,02/21 22:01,2155,8457.0,,2021-02-22T03:01:00Z,3498165.0,200508.0,3297657.0,,,,,,,,,,,,,,,,41,316,0,153134,32378,153134,,0,54,a5e11acc63f5baee5e9f8d121c1c4d32b04f2554,0,0,0,0,0,"
"713,20210223,PA,917848,127120.0,3834470.0,,totalTestEncountersViral,10150802,1963.0,,418.0,,240.0,,816884.0,2/23/2021 12:00,2021-02-23T12:00:00Z,02/23 07:00,23711,,,2021-02-23T12:00:00Z,,,,790728.0,,,10150802.0,4625198.0,,,,,,,,,,,42,2830,7311,4752318,28822,4752318,,97,0,c07ab5608588da4c92ea2d227b3478b179989794,0,0,0,0,0,"
"714,20210223,PR,99476,7660.0,305972.0,,posNeg,405448,225.0,,43.0,,39.0,,89469.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,1986,,,2021-02-23T00:00:00Z,415664.0,20103.0,395291.0,91816.0,1692.0,294.0,,,,78589.0,,,,,,,,,72,219,0,405448,219,405448,,3,0,a89b85bf8796b5d9244cc15684a5f6226668ddbc,0,0,0,0,0,"
"715,20210223,RI,124262,,660536.0,,totalTestEncountersViral,2902822,170.0,8835.0,32.0,,19.0,,,2/23/2021 13:00,2021-02-23T13:00:00Z,02/23 08:00,2476,8835.0,7668.0,2021-02-23T13:00:00Z,,148283.0,2754539.0,,,,2902822.0,784798.0,,,,,,,,,,,44,282,1470,784798,11383,784798,,10,20,1c0f8663c4d9da98cdb512406c24aa79950b6468,0,0,0,0,0,"
"716,20210223,SC,506912,69106.0,4342713.0,,posNeg,4849625,977.0,20024.0,232.0,,126.0,,230793.0,2/21/2021 23:59,2021-02-21T23:59:00Z,02/21 18:59,8357,20024.0,,2021-02-21T23:59:00Z,4779731.0,561778.0,4217953.0,437806.0,7436.0,921.0,,,130034.0,26152.0,103882.0,,,,,,813069.0,104006.0,45,1323,0,4849625,1323,4849625,,25,30,83d7409bd68c3c2148798fc70c4dd95d928fd926,0,0,0,0,0,"
"717,20210223,SD,111546,12371.0,307241.0,,totalTestsViral,682960,91.0,6548.0,17.0,,10.0,,107745.0,2/22/2021 14:00,2021-02-22T14:00:00Z,02/22 09:00,1863,6548.0,,2021-02-22T14:00:00Z,682960.0,104245.0,,99175.0,,,,418787.0,,,,,,,,,,,46,212,671,418787,312,418787,,0,11,720e73c21b8d039c70f206288363a119d3223ba2,0,0,0,0,0,"
"718,20210223,TN,767315,123387.0,,,totalTestsViral,6693645,1129.0,18363.0,285.0,,158.0,,741057.0,2/23/2021 15:00,2021-02-23T15:00:00Z,02/23 10:00,11198,18363.0,,2021-02-23T15:00:00Z,6693645.0,742855.0,5950790.0,643928.0,9007.0,2191.0,,,,,,,,,,,1318241.0,134930.0,47,1226,0,767315,12245,767315,,45,52,89fe4b5772edfaa8da1e4630583f4c37091adfd1,0,0,0,0,0,"
"719,20210223,TX,2606275,346868.0,,,totalTestsViral,19242281,7014.0,,2085.0,,,,2353741.0,2/23/2021 16:35,2021-02-23T16:35:00Z,02/23 11:35,41641,,,2021-02-23T16:35:00Z,19242281.0,2568513.0,,2259407.0,,,,,997580.0,144328.0,,,,,,,2341176.0,194246.0,48,11809,0,2606275,43164,2606275,,234,0,49d205ec410a640f65e018691a0d77583e9c68b3,0,0,0,0,0,"
"720,20210223,UT,367789,,1517013.0,,totalTestsViral,2809360,271.0,14520.0,95.0,2280.0,,801.0,346157.0,2/23/2021 09:23,2021-02-23T09:23:00Z,02/23 04:23,1865,14520.0,,2021-02-23T09:23:00Z,2809360.0,340401.0,2468959.0,,,,,1828894.0,,,,,,,344069.0,55291.0,915595.0,57692.0,49,716,3273,1884802,8242,1884802,,12,54,9afe81140cd13ffa990734eb94552fb74fb0f84d,0,0,0,0,0,"
"721,20210223,VA,567039,119199.0,,298.0,totalTestEncountersViral,5778994,1621.0,23698.0,315.0,,196.0,,,2/22/2021 17:00,2021-02-22T17:00:00Z,02/22 12:00,7658,23698.0,46052.0,2021-02-22T17:00:00Z,,547369.0,,447840.0,6590.0,1068.0,5778994.0,,219086.0,27002.0,,,,,,,1318154.0,118885.0,51,1769,0,567337,16605,567039,,172,168,54a4615ad240af47b71ae601d453864609fa9224,0,0,0,0,0,"
"722,20210223,VI,2589,,43897.0,117.0,posNeg,46486,,,,,,,2483.0,2/23/2021 09:57,2021-02-23T09:57:00Z,02/23 04:57,25,,,2021-02-23T09:57:00Z,,,,,,,,46603.0,,,,,,,,,,,78,10,204,46603,214,46486,,0,0,9f077af1cfb5bd52060bba9f01bdaec045b96d00,0,0,0,0,0,"
"723,20210223,VT,14691,425.0,312572.0,,totalTestsViral,1029049,37.0,,12.0,,,,11907.0,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,199,,,2021-02-22T23:59:00Z,1029049.0,,,14266.0,,,,326838.0,,,,,,,,,,,50,83,1064,327263,4477,327263,,1,0,9397b64f9a2656f3e80827255ff620e01a821385,0,0,0,0,0,"
"724,20210223,WA,334962,17739.0,,,totalTestEncountersViral,5120226,565.0,19110.0,121.0,,55.0,,,2/22/2021 02:59,2021-02-22T02:59:00Z,02/21 21:59,4857,19110.0,,2021-02-22T02:59:00Z,,317161.0,4802711.0,317223.0,,,5120226.0,,,,,,,,,,,,53,1168,0,334962,46148,334962,,35,77,da415d5852123847b64e2ae345f54b0d21f47901,0,0,0,0,0,"
"725,20210223,WI,613419,52855.0,2598601.0,45.0,totalTestEncountersViral,6709759,347.0,25838.0,92.0,2249.0,,,545562.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,6910,25838.0,,2021-02-23T00:00:00Z,,,,560564.0,6317.0,593.0,6709759.0,3159165.0,,,,,,,,,,,55,707,2987,3212065,16989,3212020,,39,63,3ef58229e4c5a8d4ac52c87b3f77e77c0e0417b5,0,0,0,0,0,"
"726,20210223,WV,130139,26055.0,,,totalTestsViral,2127267,296.0,,78.0,,35.0,,119337.0,2/22/2021 23:59,2021-02-22T23:59:00Z,02/22 18:59,2274,,,2021-02-22T23:59:00Z,2127267.0,,,104084.0,1934.0,340.0,,,31754.0,,,,,,,,,,54,285,0,130139,8539,130139,,11,0,1a9c6751eaf9fa06d65352100ad585678da8492d,0,0,0,0,0,"
"727,20210223,WY,53944,8164.0,179431.0,,totalTestsViral,625036,21.0,1373.0,,,,,52668.0,2/23/2021 00:00,2021-02-23T00:00:00Z,02/22 19:00,671,1373.0,,2021-02-23T00:00:00Z,625036.0,38552.0,581297.0,45780.0,,,,225177.0,,,,,,,,,,,56,44,0,233375,0,233375,,9,1,895bd2a53dd024230de8f5c78f1c1e36cb105611,0,0,0,0,0,"
"728,20210222,AK,55507,,,,totalTestsViral,1648785,39.0,1251.0,,,5.0,,,2/22/2021 03:59,2021-02-22T03:59:00Z,02/21 22:59,290,1251.0,,2021-02-22T03:59:00Z,1648785.0,66945.0,1579837.0,,,,,,,,,,,,,,,,02,309,0,55507,18956,55507,,1,8,d16719bcd536c718ee212fa36ec5c4d1634ae456,0,0,0,0,0,"
"729,20210222,AL,487520,105189.0,1877930.0,,totalTestsPeopleViral,2260261,862.0,45128.0,,2623.0,,1490.0,275245.0,2/22/2021 11:00,2021-02-22T11:00:00Z,02/22 06:00,9592,45128.0,,2021-02-22T11:00:00Z,,,,382331.0,7526.0,2066.0,,2260261.0,,,,115044.0,,,,,,,01,677,2101,2365450,2586,2365450,,0,361,caf2e7a04edaba97a2b7f3261cf9b70f9ccce9fc,0,0,0,0,0,"
"730,20210222,AR,315759,65912.0,2355211.0,,totalTestsViral,2605058,588.0,14570.0,225.0,,109.0,1503.0,305470.0,2/22/2021 00:00,2021-02-22T00:00:00Z,02/21 19:00,5363,14570.0,,2021-02-22T00:00:00Z,2605058.0,,2355211.0,249847.0,4311.0,1052.0,,,,,,,,,429300.0,77370.0,,,05,245,2239,2670970,2434,2670970,,6,30,8795a96ad4ff6937eb902be49e519973429e185f,0,0,0,0,0,"
"731,20210222,AS,0,,2140.0,,totalTestsViral,2140,,,,,,,,12/1/2020 00:00,2020-12-01T00:00:00Z,11/30 19:00,0,,,2020-12-01T00:00:00Z,2140.0,,,0.0,,,,,,,,,,,,,,,60,0,0,2140,0,2140,,0,0,42c3ce30a7fe42c7400bb726c2991dacd4f94787,0,0,0,0,0,"
