Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,z_is_good,cut_nb,clarity_nb,color_nb
25492,1.54,Ideal,G,VS1,61.2,56.0,14278,7.45,7.46,4.57,True,4,4,3
25493,2.01,Premium,F,SI2,62.4,58.0,14279,8.08,8.05,5.03,True,3,1,4
25494,1.5,Ideal,F,VS2,60.2,55.0,14281,7.45,7.51,4.5,True,4,3,4
25495,1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56,True,2,3,5
25496,1.57,Ideal,G,VS2,61.7,56.0,14283,7.42,7.49,4.6,True,4,3,3
25497,2.22,Good,I,SI2,62.7,61.2,14285,8.23,8.31,5.19,True,1,1,1
25498,1.71,Ideal,H,VS2,61.4,56.0,14292,7.68,7.71,4.72,True,4,3,2
25499,1.52,Premium,G,VS1,61.2,60.0,14293,7.37,7.4,4.52,True,3,4,3
25500,1.51,Premium,F,VS2,61.1,59.0,14294,7.37,7.32,4.49,True,3,3,4
25501,1.51,Ideal,F,VS2,62.8,56.0,14294,7.32,7.27,4.58,True,4,3,4
25502,1.51,Premium,F,VS2,62.0,60.0,14294,7.35,7.23,4.52,True,3,3,4
25503,1.51,Premium,F,VS2,62.5,58.0,14294,7.36,7.21,4.55,True,3,3,4
25504,1.51,Premium,F,VS2,62.5,58.0,14294,7.33,7.22,4.55,True,3,3,4
25505,1.52,Very Good,D,SI1,60.6,57.8,14295,7.4,7.46,4.51,True,2,2,6
25506,2.06,Very Good,I,SI2,62.3,57.0,14298,8.12,8.2,5.09,True,2,1,1
25507,2.21,Premium,H,SI2,61.3,60.0,14299,8.35,8.33,5.11,True,3,1,2
25508,1.26,Ideal,E,VVS2,61.1,57.0,14300,7.0,6.98,4.27,True,4,5,5
25509,1.2,Ideal,F,IF,61.6,57.0,14300,6.84,6.79,4.2,True,4,7,4
25510,1.51,Premium,E,VS2,62.2,59.0,14300,7.36,7.31,4.56,True,3,3,5
25511,1.72,Premium,F,SI1,62.4,60.0,14300,7.67,7.62,4.77,True,3,2,4
25512,1.5,Ideal,H,VVS1,61.2,57.0,14304,7.34,7.4,4.51,True,4,6,2
25513,1.58,Very Good,F,VS2,59.9,61.0,14308,7.5,7.6,4.52,True,2,3,4
25514,1.87,Very Good,H,SI1,62.9,58.0,14308,7.79,7.83,4.91,True,2,2,2
25515,2.03,Ideal,E,SI2,62.3,56.0,14308,8.11,8.09,5.05,True,4,1,5
25516,1.71,Premium,E,SI1,62.2,58.0,14319,7.67,7.61,4.75,True,3,2,5
25517,2.0,Premium,H,SI1,63.0,54.0,14319,8.07,7.99,5.06,True,3,2,2
25518,2.14,Ideal,I,SI2,61.9,56.0,14321,8.22,8.26,5.1,True,4,1,1
25519,2.0,Ideal,J,VS2,61.0,57.0,14323,8.08,8.13,4.94,True,4,3,0
25520,2.16,Premium,J,SI1,60.5,59.0,14328,8.41,8.35,5.07,True,3,2,0
25521,1.64,Premium,G,VS2,62.4,58.0,14330,7.52,7.49,4.68,True,3,3,3
25522,2.02,Premium,J,VS2,62.1,59.0,14330,8.08,7.98,4.99,True,3,3,0
25523,1.51,Premium,F,VS2,61.9,59.0,14334,7.31,7.39,4.55,True,3,3,4
25524,1.51,Very Good,E,VS2,60.8,60.0,14338,7.3,7.36,4.46,True,2,3,5
25525,2.0,Very Good,H,SI2,61.0,57.0,14340,8.02,8.18,4.94,True,2,1,2
25526,2.7,Very Good,H,SI2,63.1,56.0,14341,8.84,8.78,5.56,True,2,1,2
25527,1.61,Ideal,G,VS1,61.9,55.0,14341,7.58,7.55,4.68,True,4,4,3
25528,2.02,Premium,I,SI2,59.4,59.0,14341,8.25,8.21,4.89,True,3,1,1
25529,1.53,Premium,G,VS1,61.0,60.0,14344,7.43,7.4,4.52,True,3,4,3
25530,2.25,Ideal,H,SI1,62.4,56.0,14348,8.4,8.37,5.23,True,4,2,2
25531,2.02,Premium,I,SI2,61.7,58.0,14350,8.07,8.0,4.96,True,3,1,1
25532,2.28,Good,J,SI1,63.7,55.0,14350,8.35,8.28,5.3,True,1,2,0
25533,2.55,Premium,I,SI2,62.9,58.0,14351,8.7,8.59,5.44,True,3,1,1
25534,1.5,Premium,F,VS2,61.0,58.0,14352,7.37,7.31,4.48,True,3,3,4
25535,1.66,Premium,D,SI1,62.0,59.0,14354,7.6,7.55,4.7,True,3,2,6
25536,1.75,Very Good,H,VS1,63.3,56.0,14359,7.63,7.53,4.8,True,2,4,2
25537,2.14,Ideal,G,SI2,62.9,56.0,14359,8.18,8.14,5.13,True,4,1,3
25538,2.1,Premium,J,VS2,61.3,59.0,14359,8.27,8.21,5.05,True,3,3,0
25539,1.5,Very Good,G,VVS1,63.1,62.0,14361,7.25,7.23,4.57,True,2,6,3
25540,2.27,Premium,I,SI1,61.0,58.0,14362,8.42,8.4,5.19,False,3,2,1
25541,2.01,Premium,H,SI2,62.0,60.0,14364,8.11,8.04,5.02,True,3,1,2
25542,2.01,Ideal,H,SI2,62.8,57.0,14364,8.04,7.95,5.02,True,4,1,2
25543,1.5,Very Good,D,VS2,63.6,55.0,14368,7.17,7.24,4.58,True,2,3,6
25544,1.5,Premium,F,VS2,60.8,58.0,14372,7.44,7.29,4.48,True,3,3,4
25545,1.5,Premium,F,VS2,61.3,61.0,14372,7.36,7.33,4.5,True,3,3,4
25546,1.5,Ideal,F,VS2,61.4,55.0,14372,7.44,7.35,4.54,True,4,3,4
25547,1.51,Premium,G,VS1,60.1,58.0,14375,7.45,7.48,4.49,True,3,4,3
25548,1.51,Premium,G,VS1,62.6,60.0,14375,7.19,7.28,4.53,True,3,4,3
25549,1.51,Ideal,G,VS1,60.6,57.0,14375,7.38,7.48,4.5,True,4,4,3
25550,1.85,Ideal,I,VVS2,62.4,57.0,14375,7.91,7.86,4.92,True,4,5,1
25551,1.6,Very Good,G,VS2,61.0,57.0,14383,7.55,7.59,4.62,True,2,3,3
25552,1.86,Very Good,H,SI1,62.6,58.0,14383,7.77,7.82,4.88,True,2,2,2
25553,2.09,Ideal,H,SI1,60.6,57.0,14383,8.34,8.29,5.04,True,4,2,2
25554,1.55,Very Good,G,VS1,60.8,60.0,14386,7.46,7.51,4.55,True,2,4,3
25555,1.62,Ideal,F,VS1,61.7,55.0,14386,7.58,7.53,4.66,True,4,4,4
25556,1.5,Premium,E,VS2,62.1,60.0,14386,7.31,7.27,4.53,True,3,3,5
25557,1.5,Premium,E,VS2,60.7,60.0,14386,7.41,7.32,4.47,True,3,3,5
25558,1.5,Premium,E,VS2,59.5,58.0,14386,7.53,7.46,4.46,True,3,3,5
25559,2.15,Ideal,I,SI2,61.7,55.0,14388,8.24,8.43,5.14,True,4,1,1
25560,1.52,Premium,F,VS2,59.4,55.0,14388,7.52,7.46,4.45,True,3,3,4
25561,2.1,Premium,I,VS2,60.7,61.0,14394,8.28,8.27,5.02,True,3,3,1
25562,1.75,Ideal,I,VVS2,62.1,56.0,14394,7.72,7.69,4.79,True,4,5,1
25563,2.14,Good,H,SI1,57.5,60.0,14395,8.57,8.48,4.9,True,1,2,2
25564,2.35,Premium,J,VS1,60.7,60.0,14399,8.64,8.6,5.23,True,3,4,0
25565,1.62,Very Good,F,VS2,63.2,56.0,14400,7.54,7.43,4.73,True,2,3,4
25566,2.01,Fair,J,VS1,66.6,54.0,14402,7.76,7.92,5.22,True,0,4,0
25567,2.0,Very Good,J,VS2,61.9,60.0,14403,7.95,8.04,4.95,True,2,3,0
25568,1.63,Very Good,G,VS1,62.5,60.0,14404,7.43,7.51,4.67,True,2,4,3
25569,2.0,Premium,D,SI2,61.0,58.0,14406,8.06,7.97,4.89,True,3,1,6
25570,1.12,Ideal,E,VVS1,61.5,56.0,14407,6.7,6.76,4.13,True,4,6,5
25571,2.2,Ideal,H,SI2,62.6,55.0,14408,8.34,8.31,5.21,True,4,1,2
25572,1.97,Premium,F,SI2,61.1,58.0,14410,8.05,8.11,4.94,True,3,1,4
25573,2.05,Premium,J,VS1,60.1,58.0,14411,8.19,8.25,4.94,True,3,4,0
25574,1.52,Very Good,F,VS2,62.3,56.0,14412,7.29,7.34,4.56,True,2,3,4
25575,1.22,Ideal,E,VVS2,61.6,56.0,14414,6.85,6.88,4.23,True,4,5,5
25576,1.72,Premium,H,VS1,59.3,59.0,14414,7.86,7.82,4.65,True,3,4,2
25577,1.51,Ideal,F,VS2,63.0,55.0,14414,7.29,7.24,4.58,True,4,3,4
25578,1.51,Very Good,D,VS2,63.2,58.0,14416,7.29,7.33,4.62,True,2,3,6
25579,2.22,Ideal,I,SI2,62.7,61.0,14416,8.31,8.23,5.19,True,4,1,1
25580,2.54,Ideal,G,SI2,62.5,55.0,14421,8.75,8.69,5.45,True,4,1,3
25581,1.52,Premium,G,VS1,61.9,58.0,14424,7.38,7.35,4.56,True,3,4,3
25582,1.52,Premium,G,VS1,61.2,60.0,14424,7.4,7.37,4.52,True,3,4,3
25583,2.01,Good,H,SI2,62.3,60.0,14426,7.95,7.97,4.96,True,1,1,2
25584,2.01,Very Good,H,SI2,62.9,55.0,14426,8.03,8.09,5.07,True,2,1,2
25585,1.71,Good,D,SI1,64.1,59.0,14426,7.51,7.46,4.8,True,1,2,6
25586,1.52,Ideal,D,SI1,60.6,58.0,14426,7.46,7.4,4.51,True,4,2,6
25587,2.01,Premium,I,SI2,62.1,56.0,14428,8.11,8.06,5.02,True,3,1,1
25588,2.06,Ideal,I,SI2,62.3,57.0,14428,8.2,8.12,5.09,True,4,1,1
25589,1.26,Ideal,E,VVS2,61.1,57.0,14429,7.0,6.98,4.27,True,4,5,5
25590,1.43,Ideal,E,VVS2,62.4,57.0,14429,7.25,7.15,4.49,True,4,5,5
25591,2.0,Fair,H,SI1,65.1,56.0,14430,7.86,7.77,5.09,True,0,2,2
25592,1.2,Ideal,F,IF,61.6,57.0,14430,6.84,6.79,4.2,True,4,7,4
25593,1.54,Very Good,G,VS1,63.4,57.0,14433,7.28,7.36,4.64,True,2,4,3
25594,1.54,Premium,G,VS1,61.1,56.0,14438,7.54,7.48,4.59,True,3,4,3
25595,2.01,Premium,I,SI2,62.9,58.0,14444,8.05,8.0,5.05,True,3,1,1
25596,1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82,True,1,4,3
25597,1.62,Premium,G,VS1,60.7,58.0,14447,7.62,7.54,4.6,True,3,4,3
25598,1.58,Premium,G,VS1,62.4,60.0,14451,7.46,7.38,4.63,True,3,4,3
25599,2.14,Good,I,SI2,63.8,57.0,14452,8.17,8.14,5.2,True,1,1,1
25600,2.14,Ideal,I,SI2,61.9,56.0,14452,8.26,8.22,5.1,True,4,1,1
25601,2.17,Premium,H,SI1,59.9,61.0,14452,8.39,8.38,5.02,True,3,2,2
25602,1.58,Premium,E,VS2,60.1,60.0,14453,7.53,7.54,4.53,True,3,3,5
25603,1.65,Ideal,G,VS2,60.8,56.0,14456,7.65,7.7,4.67,True,4,3,3
25604,2.08,Premium,H,SI2,58.8,60.0,14462,8.39,8.35,4.92,True,3,1,2
25605,1.51,Premium,F,VS2,61.9,59.0,14465,7.39,7.31,4.55,True,3,3,4
25606,1.6,Ideal,G,VS2,62.2,55.0,14474,7.5,7.46,4.65,True,4,3,3
25607,2.07,Premium,H,SI1,61.2,60.0,14476,8.2,8.12,4.99,True,3,2,2
25608,2.04,Very Good,I,SI2,62.5,52.0,14477,8.02,8.17,5.06,True,2,1,1
25609,1.73,Good,E,SI1,64.2,58.0,14479,7.54,7.5,4.83,True,1,2,5
25610,1.51,Very Good,F,VS1,58.9,60.0,14481,7.46,7.54,4.42,True,2,4,4
25611,1.51,Ideal,E,VS2,62.7,57.0,14482,7.31,7.26,4.57,True,4,3,5
25612,1.52,Ideal,G,VS1,61.8,56.0,14482,7.4,7.45,4.59,True,4,4,3
25613,1.51,Premium,E,VS2,59.8,58.0,14482,7.55,7.52,4.47,True,3,3,5
25614,1.51,Very Good,E,VS2,63.3,56.0,14482,7.3,7.26,4.61,True,2,3,5
25615,1.51,Ideal,G,VS2,62.1,55.0,14482,7.38,7.33,4.56,True,4,3,3
25616,1.51,Ideal,G,VS2,61.8,54.0,14482,7.42,7.38,4.57,True,4,3,3
25617,1.51,Ideal,E,VS2,61.7,55.0,14482,7.37,7.34,4.54,True,4,3,5
25618,1.53,Premium,F,VS2,58.5,60.0,14483,7.62,7.56,4.44,True,3,3,4
25619,1.5,Premium,F,VS2,60.3,58.0,14486,7.47,7.39,4.48,True,3,3,4
25620,2.06,Premium,I,SI1,60.9,61.0,14488,8.32,8.16,4.99,True,3,2,1
25621,1.94,Very Good,I,VS2,60.2,58.0,14489,8.04,8.1,4.86,True,2,3,1
25622,2.14,Premium,H,SI1,62.3,58.0,14490,8.28,8.22,5.14,True,3,2,2
25623,1.04,Ideal,D,IF,61.8,57.0,14494,6.49,6.52,4.02,True,4,7,6
25624,1.58,Ideal,F,SI1,61.9,55.0,14495,7.52,7.47,4.64,True,4,2,4
25625,2.02,Very Good,H,SI2,60.8,60.0,14498,8.07,8.15,4.93,True,2,1,2
25626,1.0,Ideal,D,VVS1,60.7,56.0,14498,6.47,6.54,3.95,True,4,6,6
25627,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25,True,4,1,0
25628,2.5,Ideal,J,SI2,64.0,55.0,14502,8.56,8.48,5.46,True,4,1,0
25629,2.01,Premium,F,SI1,59.5,58.0,14502,8.21,8.18,4.88,True,3,2,4
25630,2.01,Premium,H,SI1,60.2,58.0,14502,8.06,8.03,4.84,True,3,2,2
25631,2.01,Premium,E,SI2,62.6,58.0,14502,8.01,7.93,4.99,True,3,1,5
25632,2.12,Ideal,J,SI1,62.1,56.0,14503,8.17,8.25,5.1,True,4,2,0
25633,2.06,Ideal,I,SI2,63.3,54.0,14505,8.09,8.14,5.13,True,4,1,1
25634,1.51,Premium,G,VS1,60.1,58.0,14507,7.48,7.45,4.49,True,3,4,3
25635,1.51,Ideal,G,VS1,60.6,57.0,14507,7.48,7.38,4.5,True,4,4,3
25636,1.51,Premium,G,VS1,62.6,60.0,14507,7.28,7.19,4.53,True,3,4,3
25637,2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14,True,4,1,1
25638,1.13,Ideal,E,VVS1,60.6,57.0,14525,6.72,6.77,4.09,True,4,6,5
25639,2.04,Very Good,I,SI2,60.9,57.0,14527,8.14,8.19,4.97,True,2,1,1
25640,2.04,Very Good,J,VS1,62.6,58.0,14527,8.06,8.11,5.06,True,2,4,0
25641,1.5,Very Good,E,VS2,63.2,57.0,14527,7.29,7.26,4.6,True,2,3,5
25642,1.54,Ideal,E,VS2,62.0,56.0,14529,7.46,7.43,4.61,True,4,3,5
25643,2.15,Ideal,I,SI1,62.5,57.0,14534,8.2,8.16,5.11,True,4,2,1
25644,2.01,Ideal,I,SI1,62.3,58.0,14540,8.06,8.02,5.01,True,4,2,1
25645,1.51,Ideal,G,VS1,61.1,57.0,14542,7.38,7.41,4.52,True,4,4,3
25646,1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53,True,4,4,3
25647,1.51,Premium,G,VS1,62.2,58.0,14542,7.29,7.35,4.55,True,3,4,3
25648,1.97,Premium,F,SI2,61.1,58.0,14542,8.11,8.05,4.94,True,3,1,4
25649,2.51,Premium,H,SI2,59.3,61.0,14543,8.81,8.77,5.21,True,3,1,2
25650,2.51,Premium,H,SI2,60.6,61.0,14543,8.88,8.68,5.29,True,3,1,2
25651,1.52,Premium,F,VS2,62.3,56.0,14544,7.34,7.29,4.56,True,3,3,4
25652,1.82,Very Good,F,SI1,63.2,56.0,14545,7.71,7.64,4.85,True,2,2,4
25653,2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06,True,4,2,1
25654,2.14,Very Good,J,SI1,62.3,59.0,14556,8.24,8.26,5.14,True,2,2,0
25655,2.01,Premium,H,SI2,62.3,60.0,14558,7.97,7.95,4.96,True,3,1,2
25656,2.01,Ideal,I,SI1,61.9,56.0,14558,8.16,8.08,5.03,True,4,2,1
25657,2.01,Premium,I,SI1,60.1,59.0,14558,8.24,8.19,4.94,True,3,2,1
25658,1.77,Very Good,D,SI1,59.2,61.0,14561,7.86,7.98,4.69,True,2,2,6
25659,1.5,Good,E,VS2,57.8,63.0,14565,7.58,7.53,4.37,True,1,3,5
25660,2.02,Premium,E,SI2,60.4,57.0,14574,8.21,8.18,4.95,True,3,1,5
25661,2.02,Premium,H,SI1,62.2,59.0,14574,8.09,8.05,5.02,True,3,2,2
25662,1.52,Premium,E,VS2,61.8,59.0,14577,7.38,7.31,4.54,True,3,3,5
25663,1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62,True,3,3,4
25664,2.03,Ideal,J,VS1,62.5,57.0,14579,8.14,8.08,5.06,True,4,4,0
25665,1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05,True,4,2,1
25666,1.98,Ideal,I,SI1,61.5,55.0,14581,8.04,8.13,4.97,True,4,2,1
25667,2.09,Premium,H,SI2,61.4,60.0,14581,8.24,8.2,5.05,True,3,1,2
25668,1.11,Ideal,D,VVS1,62.1,55.0,14584,6.63,6.64,4.12,True,4,6,6
25669,1.5,Premium,F,VS2,61.5,58.0,14586,7.32,7.34,4.51,True,3,3,4
25670,2.03,Premium,J,VS1,59.3,60.0,14588,8.36,8.28,4.93,True,3,4,0
25671,1.5,Very Good,E,VS2,59.5,58.0,14592,7.44,7.48,4.44,True,2,3,5
25672,1.34,Ideal,E,VVS2,62.6,54.0,14593,7.05,7.07,4.42,True,4,5,5
25673,2.2,Ideal,J,SI1,61.5,57.0,14593,8.41,8.37,5.16,True,4,2,0
25674,1.65,Ideal,G,VS2,61.9,57.0,14593,7.65,7.61,4.72,True,4,3,3
25675,2.01,Good,I,SI1,59.4,63.0,14597,8.18,8.26,4.88,True,1,2,1
25676,2.3,Very Good,I,SI2,60.6,60.0,14603,8.51,8.56,5.17,True,2,1,1
25677,1.95,Very Good,H,SI1,62.9,58.0,14603,7.86,7.94,4.97,True,2,2,2
25678,1.7,Ideal,H,VVS1,61.4,57.0,14603,7.63,7.69,4.7,True,4,6,2
25679,2.04,Premium,I,SI2,59.8,59.0,14605,8.3,8.23,4.94,True,3,1,1
25680,1.7,Premium,F,SI1,62.4,57.0,14611,7.61,7.56,4.73,True,3,2,4
25681,0.31,Ideal,F,VS1,61.5,54.0,642,4.36,4.39,2.69,True,4,4,4
25682,0.31,Ideal,F,VS1,61.0,56.0,642,4.38,4.4,2.68,True,4,4,4
25683,0.3,Very Good,F,VS2,63.2,59.0,642,4.27,4.24,2.69,True,2,3,4
25684,0.31,Ideal,G,VS1,61.0,56.0,642,4.35,4.4,2.67,True,4,4,3
25685,0.33,Very Good,G,VS1,61.2,57.0,643,4.46,4.49,2.73,True,2,4,3
25686,0.37,Ideal,D,SI1,61.9,54.0,643,4.62,4.65,2.87,True,4,2,6
25687,0.33,Good,F,VS2,59.5,61.0,643,4.49,4.54,2.68,True,1,3,4
25688,0.36,Premium,D,SI2,63.0,59.0,643,4.52,4.49,2.84,True,3,1,6
25689,0.34,Ideal,I,VS1,62.0,54.0,643,4.51,4.49,2.79,True,4,4,1
25690,0.3,Very Good,G,VS2,63.5,59.0,644,4.22,4.17,2.66,True,2,3,3
25691,0.38,Very Good,F,SI2,60.1,60.0,644,4.7,4.75,2.84,True,2,1,4
25692,0.4,Very Good,E,SI2,62.1,60.0,644,4.65,4.69,2.9,True,2,1,5
25693,0.32,Very Good,D,SI1,60.0,56.0,644,4.5,4.53,2.71,True,2,2,6
25694,0.4,Ideal,E,SI2,62.6,54.0,644,4.68,4.71,2.94,True,4,1,5
25695,0.36,Ideal,F,SI1,59.7,57.0,644,4.69,4.72,2.81,True,4,2,4
25696,0.4,Fair,D,SI1,65.1,55.0,644,4.63,4.68,3.03,True,0,2,6
25697,0.33,Ideal,E,SI1,59.6,57.0,644,4.53,4.49,2.69,True,4,2,5
25698,0.35,Very Good,D,SI1,63.0,57.0,644,4.46,4.52,2.83,True,2,2,6
25699,0.35,Premium,D,SI1,61.0,60.0,644,4.54,4.58,2.78,True,3,2,6
25700,0.35,Premium,D,SI1,61.8,59.0,644,4.54,4.56,2.81,True,3,2,6
25701,0.34,Good,D,VS2,63.6,55.0,644,4.4,4.43,2.81,True,1,3,6
25702,0.35,Ideal,D,SI1,60.8,55.0,644,4.56,4.59,2.78,True,4,2,6
25703,0.35,Very Good,D,SI1,60.2,57.0,644,4.56,4.61,2.76,True,2,2,6
25704,0.35,Ideal,D,SI1,61.6,55.0,644,4.53,4.56,2.8,True,4,2,6
25705,0.35,Ideal,D,SI1,61.6,57.0,644,4.54,4.55,2.8,True,4,2,6
25706,0.35,Premium,D,SI1,62.1,58.0,644,4.51,4.54,2.81,True,3,2,6
25707,0.35,Very Good,D,SI1,60.1,61.0,644,4.56,4.59,2.75,True,2,2,6
25708,0.35,Ideal,D,SI1,60.7,57.0,644,4.53,4.57,2.76,True,4,2,6
25709,0.35,Ideal,D,SI1,62.7,56.0,644,4.49,4.51,2.82,True,4,2,6
25710,0.35,Ideal,D,SI1,62.3,57.0,644,4.5,4.52,2.81,True,4,2,6
25711,2.11,Premium,I,SI2,58.4,62.0,14615,8.43,8.39,4.91,True,3,1,1
25712,1.51,Ideal,G,VVS2,62.3,55.0,14616,7.29,7.35,4.56,True,4,5,3
25713,1.35,Ideal,G,IF,62.2,57.0,14616,7.07,7.11,4.41,True,4,7,3
25714,1.5,Ideal,E,VS2,63.4,54.0,14618,7.22,7.25,4.59,True,4,3,5
25715,2.02,Very Good,I,VS2,58.8,57.0,14620,8.21,8.29,4.85,True,2,3,1
25716,1.7,Ideal,E,SI1,60.1,57.0,14623,7.71,7.74,4.64,True,4,2,5
25717,1.58,Ideal,G,VS1,61.3,57.0,14624,7.48,7.54,4.6,True,4,4,3
25718,2.17,Very Good,H,SI2,58.8,62.0,14625,8.48,8.53,5.0,True,2,1,2
25719,1.04,Ideal,D,IF,61.8,57.0,14626,6.52,6.49,4.02,True,4,7,6
25720,2.06,Premium,E,SI2,58.8,58.0,14634,8.42,8.35,4.93,True,3,1,5
25721,2.01,Very Good,I,SI2,60.5,59.0,14637,8.19,8.26,4.98,True,2,1,1
25722,2.03,Ideal,G,SI1,62.0,57.0,14637,8.1,8.05,5.01,True,4,2,3
25723,2.22,Ideal,G,SI2,62.6,57.0,14637,8.35,8.29,5.21,True,4,1,3
25724,2.11,Ideal,J,VS2,61.2,55.0,14638,8.33,8.3,5.09,True,4,3,0
25725,1.5,Very Good,E,VS2,62.1,60.0,14639,7.27,7.32,4.53,True,2,3,5
25726,2.03,Fair,H,SI1,65.4,58.0,14646,7.91,7.88,5.16,True,0,2,2
25727,2.03,Very Good,E,SI2,63.1,56.0,14646,8.01,7.99,5.05,True,2,1,5
25728,2.38,Premium,G,SI2,62.4,58.0,14648,8.59,8.47,5.32,True,3,1,3
25729,1.54,Ideal,G,VS1,62.0,57.0,14650,7.4,7.45,4.6,True,4,4,3
25730,2.5,Fair,J,SI2,66.9,58.0,14652,8.36,8.22,5.55,True,0,1,0
25731,1.51,Good,F,VVS2,63.7,58.0,14654,7.18,7.24,4.59,True,1,5,4
25732,1.51,Good,G,IF,62.8,60.0,14654,7.18,7.24,4.53,True,1,7,3
25733,2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39,True,3,1,2
25734,2.04,Premium,J,VS1,62.6,58.0,14660,8.11,8.06,5.06,True,3,4,0
25735,2.04,Premium,I,SI2,60.3,60.0,14660,8.26,8.19,4.96,True,3,1,1
25736,2.22,Premium,I,VS2,60.5,59.0,14662,8.41,8.37,5.08,True,3,3,1
25737,1.26,Premium,D,VVS2,60.5,58.0,14663,6.99,7.03,4.24,True,3,5,6
25738,2.32,Premium,J,SI2,62.5,58.0,14666,8.47,8.43,5.28,True,3,1,0
25739,2.32,Premium,J,SI2,59.0,59.0,14666,8.69,8.64,5.11,True,3,1,0
25740,1.11,Ideal,D,VVS1,61.6,55.0,14667,6.7,6.68,4.12,True,4,6,6
25741,1.51,Very Good,F,VS1,59.6,63.0,14673,7.34,7.43,4.4,True,2,4,4
25742,1.51,Ideal,G,VS1,61.9,57.0,14674,7.37,7.34,4.55,True,4,4,3
25743,1.51,Ideal,G,VS1,61.1,57.0,14674,7.41,7.38,4.52,True,4,4,3
25744,1.51,Ideal,G,VS1,61.6,56.0,14674,7.37,7.34,4.53,True,4,4,3
25745,1.51,Premium,G,VS1,62.2,58.0,14674,7.35,7.29,4.55,True,3,4,3
25746,1.5,Premium,D,VS2,62.5,61.0,14675,7.32,7.25,4.55,True,3,3,6
25747,1.52,Very Good,D,VS2,63.4,59.0,14680,7.32,7.24,4.61,True,2,3,6
25748,1.51,Premium,F,VS2,61.6,58.0,14683,7.32,7.35,4.52,True,3,3,4
25749,2.03,Fair,G,SI2,64.9,59.0,14687,7.85,7.99,5.14,True,0,1,3
25750,2.2,Ideal,G,SI2,59.9,57.0,14691,8.54,8.49,5.1,True,4,1,3
25751,2.16,Ideal,J,SI1,63.0,55.0,14691,8.2,8.24,5.18,True,4,2,0
25752,1.52,Ideal,G,VS2,61.4,56.0,14692,7.39,7.47,4.56,True,4,3,3
25753,1.52,Very Good,D,VS2,61.9,56.0,14698,7.31,7.35,4.54,True,2,3,6
25754,1.53,Premium,G,VS1,62.6,60.0,14699,7.39,7.3,4.6,True,3,4,3
25755,2.09,Very Good,I,SI2,63.0,57.0,14704,8.09,8.13,5.11,True,2,1,1
25756,1.51,Good,E,VS2,62.6,60.0,14709,7.22,7.28,4.54,True,1,3,5
25757,1.51,Very Good,E,VS2,62.4,59.0,14709,7.26,7.36,4.56,True,2,3,5
25758,1.51,Premium,E,VS2,62.2,59.0,14709,7.36,7.4,4.59,True,3,3,5
25759,1.51,Premium,E,VS2,60.7,60.0,14709,7.37,7.46,4.5,True,3,3,5
25760,2.33,Premium,J,SI1,59.9,59.0,14711,8.7,8.65,5.2,True,3,2,0
25761,2.02,Very Good,I,SI2,61.9,60.0,14715,8.12,8.06,5.01,True,2,1,1
25762,2.16,Very Good,J,SI1,61.4,58.0,14715,8.29,8.31,5.1,True,2,2,0
25763,2.54,Premium,H,SI2,61.3,58.0,14717,8.8,8.7,5.36,True,3,1,2
25764,1.5,Premium,F,VS2,61.5,58.0,14719,7.34,7.32,4.51,True,3,3,4
25765,2.03,Good,H,SI2,59.6,61.0,14720,8.16,8.21,4.88,True,1,1,2
25766,1.66,Ideal,H,IF,61.5,57.0,14724,7.59,7.62,4.68,True,4,7,2
25767,2.01,Very Good,H,SI1,63.5,57.0,14725,7.96,7.88,5.03,True,2,2,2
25768,2.01,Ideal,H,SI1,62.1,56.0,14725,8.11,8.08,5.03,True,4,2,2
25769,2.43,Premium,I,SI2,62.2,60.0,14727,8.59,8.53,5.33,True,3,1,1
25770,1.71,Premium,H,VVS2,61.4,59.0,14731,7.67,7.77,4.74,True,3,5,2
25771,2.23,Very Good,J,VS2,61.0,58.0,14732,8.36,8.39,5.11,True,2,3,0
25772,1.51,Ideal,G,VS1,60.8,54.0,14733,7.4,7.48,4.52,True,4,4,3
25773,2.18,Very Good,I,SI2,61.4,59.5,14735,8.31,8.37,5.12,True,2,1,1
25774,1.24,Ideal,D,VVS2,61.5,57.0,14737,6.88,6.94,4.25,True,4,5,6
25775,2.11,Very Good,I,SI1,62.4,53.0,14740,8.17,8.27,5.13,True,2,2,1
25776,2.3,Ideal,G,SI2,61.4,57.0,14744,8.51,8.48,5.22,True,4,1,3
25777,2.01,Good,G,SI2,63.0,60.0,14745,7.92,7.99,5.01,True,1,1,3
25778,1.5,Premium,E,VS2,61.9,57.0,14745,7.38,7.31,4.55,True,3,3,5
